ticker,origin,horizon,total_variation,stationary_daily_mean,filtered_daily_mean
GS,2026-09-03,1,0.2861251359462958,0.0003433833578813431,-0.000578654468245403
GS,2026-09-03,2,0.05958495387244624,0.0003432791275975089,0.00039166880469015757
GS,2026-09-03,3,0.037344755039187036,0.00034317490773670234,0.00029495206990087547
GS,2026-09-03,4,0.03640860010240482,0.0003430706982978822,0.0003065780001237043
GS,2026-09-03,5,0.03640495924239464,0.0003429664992800085,0.0003047494858343558
LLY,2026-08-04,1,0.005721802936186257,0.00041223952916245475,0.00043953484332625616
LLY,2026-08-04,2,0.0009469402268903401,0.0004121577189947433,0.00040572044245025486
LLY,2026-08-04,3,0.00036531328498630363,0.0004120759170080471,0.00041147237007151073
LLY,2026-08-04,4,0.0003354953047046683,0.0004119941232015493,0.0004117283008061314
LLY,2026-08-04,5,0.0003354617551742325,0.00041191233757442713,0.00041162672584921483
LLY,2026-08-05,1,0.40387150820036394,0.00041223952916245475,-0.0016188564892195322
LLY,2026-08-05,2,0.054127179546851235,0.0004121577189947433,0.00031519559886040364
LLY,2026-08-05,3,0.008164888144053473,0.0004120759170080471,0.00036049477405694446
LLY,2026-08-05,4,0.00241012095020295,0.0004119941232015493,0.00040601451790286166
LLY,2026-08-05,5,0.002107523219110311,0.00041191233757442713,0.0004090532796835611
LLY,2026-08-06,1,0.3101964764646888,0.00041223952916245475,0.0006824706239284982
LLY,2026-08-06,2,0.04801190317191871,0.0004121577189947433,0.0004684386043400195
LLY,2026-08-06,3,0.025501741178921743,0.0004120759170080471,0.00040294450686220555
LLY,2026-08-06,4,0.0252592919156052,0.0004119941232015493,0.0003876908676916696
LLY,2026-08-06,5,0.02525676598641368,0.00041191233757442713,0.0003912420676635245
LLY,2026-08-07,1,0.3013908503917035,0.00041223952916245475,-0.0011943708745928783
LLY,2026-08-07,2,0.04464920235531254,0.0004121577189947433,0.0008867938249212718
LLY,2026-08-07,3,0.007765390483238162,0.0004120759170080471,0.0004287751557883518
LLY,2026-08-07,4,0.0014970498841810275,0.0004119941232015493,0.0003995287183759398
LLY,2026-08-07,5,0.0005671831992765647,0.00041191233757442713,0.0004114757711229999
LLY,2026-08-10,1,0.33588036031830504,0.00041223952916245475,-0.0018845316104214084
LLY,2026-08-10,2,0.05065036531097726,0.0004121577189947433,0.0003404888330560457
LLY,2026-08-10,3,0.008799669400801693,0.0004120759170080471,0.0003693433180827861
LLY,2026-08-10,4,0.003521133647744171,0.0004119941232015493,0.0004040450534320046
LLY,2026-08-10,5,0.0033061392186472184,0.00041191233757442713,0.00040833212370744063
LLY,2026-08-11,1,0.22187427077313904,0.00041223952916245475,0.0023035073403911265
LLY,2026-08-11,2,0.028476382535619908,0.0004121577189947433,0.0001806620875782147
LLY,2026-08-11,3,0.004137056877125514,0.0004120759170080471,0.0003944328144703205
LLY,2026-08-11,4,0.0013761949226539765,0.0004119941232015493,0.0004123605831171239
LLY,2026-08-11,5,0.0012735785145286248,0.00041191233757442713,0.00041052562652998655
LLY,2026-08-12,1,0.37979559061860035,0.00041223952916245475,0.0014515778565636153
LLY,2026-08-12,2,0.05779327788732385,0.0004121577189947433,0.00035445748103299943
LLY,2026-08-12,3,0.007631386894311495,0.0004120759170080471,0.0003932001785717878
LLY,2026-08-12,4,0.0011079520512550978,0.0004119941232015493,0.00040859849940877825
LLY,2026-08-12,5,0.0001597967795764093,0.00041191233757442713,0.0004128946314227262
LLY,2026-08-13,1,0.27345350100855526,0.00041223952916245475,-0.0025487624107038047
LLY,2026-08-13,2,0.04057627619264931,0.0004121577189947433,0.000492430664605
LLY,2026-08-13,3,0.005538563384102949,0.0004120759170080471,0.00036522959309320834
LLY,2026-08-13,4,0.0007899922535424021,0.0004119941232015493,0.000409286979708949
LLY,2026-08-13,5,0.00011469143681287674,0.00041191233757442713,0.0004113059753214749
LLY,2026-08-14,1,0.26123029797517017,0.00041223952916245475,0.00049763345288469
LLY,2026-08-14,2,0.0317520997004306,0.0004121577189947433,0.0006378338711076531
LLY,2026-08-14,3,0.004168491012344416,0.0004120759170080471,0.0003765229378855881
LLY,2026-08-14,4,0.0007200556316255946,0.0004119941232015493,0.00040532616440779284
LLY,2026-08-14,5,0.00029729658892235853,0.00041191233757442713,0.0004109554955569506
LLY,2026-08-17,1,0.369304909494586,0.00041223952916245475,0.0023676348090509542
LLY,2026-08-17,2,0.053776741478204174,0.0004121577189947433,0.00032966784623557365
LLY,2026-08-17,3,0.008042159260882305,0.0004120759170080471,0.00037581574947412387
LLY,2026-08-17,4,0.001170116000265441,0.0004119941232015493,0.0004167569359430083
LLY,2026-08-17,5,0.00019245554772319505,0.00041191233757442713,0.0004122341674729634
LLY,2026-08-18,1,0.3731715235188148,0.00041223952916245475,-0.0017121918157660392
LLY,2026-08-18,2,0.05264678245668456,0.0004121577189947433,0.0003243688415725905
LLY,2026-08-18,3,0.008686039482490153,0.0004120759170080471,0.0003618258378515261
LLY,2026-08-18,4,0.003600353863082303,0.0004119941232015493,0.0004046815985484051
LLY,2026-08-18,5,0.0034825833336293677,0.00041191233757442713,0.0004080017316063253
LLY,2026-08-19,1,0.380830994861468,0.00041223952916245475,-0.001578984279376697
LLY,2026-08-19,2,0.06323753254251141,0.0004121577189947433,0.00029811184740567384
LLY,2026-08-19,3,0.022674886425166074,0.0004120759170080471,0.00034761493006631454
LLY,2026-08-19,4,0.021197582873737755,0.0004119941232015493,0.0003902776379364869
LLY,2026-08-19,5,0.021195463115450425,0.00041191233757442713,0.0003934885404028878
LLY,2026-08-21,1,0.022853729282505918,0.00041223952916245475,0.00034761493006631454
LLY,2026-08-21,2,0.021397532877737647,0.0004121577189947433,0.0003902776379364869
LLY,2026-08-21,3,0.02139539312444985,0.0004120759170080471,0.0003934885404028878
LLY,2026-08-21,4,0.021393253585137426,0.0004119941232015493,0.0003943415806034443
LLY,2026-08-21,5,0.021391114259778993,0.00041191233757442713,0.00039437657880648093
LLY,2026-08-24,1,0.24345963261857972,0.00041223952916245475,0.00035534017238770166
LLY,2026-08-24,2,0.03241863125281147,0.0004121577189947433,0.0001851749160950674
LLY,2026-08-24,3,0.005252511084141535,0.0004120759170080471,0.00043213728167140904
LLY,2026-08-24,4,0.0011462474396989064,0.0004119941232015493,0.0004090406793714298
LLY,2026-08-24,5,0.0005894566961870877,0.00041191233757442713,0.00041133238870172514
LLY,2026-08-25,1,0.3149979498964817,0.00041223952916245475,-0.0010409866139789502
LLY,2026-08-25,2,0.03624312568671043,0.0004121577189947433,0.0006947254588717069
LLY,2026-08-25,3,0.005408424531728352,0.0004120759170080471,0.00038249683976345405
LLY,2026-08-25,4,0.0008410956674630273,0.0004119941232015493,0.00041591757443079614
LLY,2026-08-25,5,0.00013407915482320588,0.00041191233757442713,0.00041157980686833
LLY,2026-08-26,1,0.3299506334502939,0.00041223952916245475,0.0018757574375624828
LLY,2026-08-26,2,0.05184218496869257,0.0004121577189947433,-0.00017285635650725112
LLY,2026-08-26,3,0.008868388760444428,0.0004120759170080471,0.00040332298331972167
LLY,2026-08-26,4,0.0015373508161255704,0.0004119941232015493,0.0004013110559983259
LLY,2026-08-26,5,0.0005190277995358989,0.00041191233757442713,0.00041007599667073464
LLY,2026-08-27,1,0.4197484432613535,0.00041223952916245475,-0.002767094078138247
LLY,2026-08-27,2,0.05494044014923565,0.0004121577189947433,0.0009385244221807822
LLY,2026-08-27,3,0.006805526377218743,0.0004120759170080471,0.00039491346556356425
LLY,2026-08-27,4,0.0009211675376334927,0.0004119941232015493,0.0004151172823606908
LLY,2026-08-27,5,0.00014332450646247,0.00041191233757442713,0.0004105654295686169
LLY,2026-08-28,1,0.2974798456121485,0.00041223952916245475,0.0021919530646220303
LLY,2026-08-28,2,0.046715360179216875,0.0004121577189947433,0.0002996670384787836
LLY,2026-08-28,3,0.0070017411633614465,0.0004120759170080471,0.00042212359744561376
LLY,2026-08-28,4,0.001060939485073179,0.0004119941232015493,0.0004164852154822417
LLY,2026-08-28,5,0.0001622407641571499,0.00041191233757442713,0.00041312435945896125
LLY,2026-08-31,1,0.24536439804072646,0.00041223952916245475,0.001975422532572714
LLY,2026-08-31,2,0.03565884788122189,0.0004121577189947433,0.00033004926348061494
LLY,2026-08-31,3,0.004737641115015249,0.0004120759170080471,0.0004052516864602825
LLY,2026-08-31,4,0.0006038978817681454,0.0004119941232015493,0.000417605443887801
LLY,2026-08-31,5,9.744145104532283e-5,0.00041191233757442713,0.0004115058746705204
LLY,2026-09-01,1,0.3788541063956944,0.00041223952916245475,-0.0005391364256528548
LLY,2026-09-01,2,0.05879475766589087,0.0004121577189947433,0.0005434501278378409
LLY,2026-09-01,3,0.009702710950928619,0.0004120759170080471,0.0005326020321982739
LLY,2026-09-01,4,0.001362303477729451,0.0004119941232015493,0.0004231076839384777
LLY,2026-09-01,5,0.0002077694839311696,0.00041191233757442713,0.00041352277460766495
LLY,2026-09-02,1,0.3716450603766382,0.00041223952916245475,0.0019879012119802925
LLY,2026-09-02,2,0.060199484409967086,0.0004121577189947433,0.0005249774484728485
LLY,2026-09-02,3,0.010497375571069945,0.0004120759170080471,0.0004128458461643129
LLY,2026-09-02,4,0.0015727095058961787,0.0004119941232015493,0.00041705423799441176
LLY,2026-09-02,5,0.00025041005419651724,0.00041191233757442713,0.0004126933897723602
LLY,2026-09-03,1,0.341490025443995,0.00041223952916245475,-0.004302325702730692
LLY,2026-09-03,2,0.041469244815554494,0.0004121577189947433,0.0006290000692297671
LLY,2026-09-03,3,0.006170349632328086,0.0004120759170080471,0.0004212267477050255
LLY,2026-09-03,4,0.000889323409331506,0.0004119941232015493,0.0004123675727101951
LLY,2026-09-03,5,0.00012558778559707554,0.00041191233757442713,0.00041170353491631613
